GrainID	r_x	r_y	r_z	PhaseID
1	-0.464980077822641	-1.31156716721743	-1.33438720073406	1
2	17.1501295113296	15.6798034682775	-66.4422243068555	1
3	2.22240931018598	-3.27975623437475	3.07348151433827	1
4	-0.602785084325375	-1.556169392482	-1.24394178115918	1
5	-0.78830291717197	-1.57279557499454	-0.966779933278921	1
6	0.78366791474416	0.294909465252735	-0.391870274437119	1
7	0.915426898716839	0.406120813590393	0.127824093227806	1
8	-0.0736672242421162	-0.148340785948742	0.254636344881339	1
9	5.06819154029881	0.801915314847964	-2.66230855814061	1
10	-12.5246861206028	-0.359376209720644	-3.90468115576137	1
11	0.685905642181946	-0.239246107042412	-0.284515339997308	1
12	0.965544922180723	0.512701419805072	-0.427303282033676	1
13	-3.06675969800775	4.90015612619637	-0.698694999414529	1
14	1.22984597011399	-0.497744085643383	0.877047523932758	1
15	-2.09813778067414	4.49129508726779	-3.2509779572384	1
16	-0.546028982992383	0.626946757322502	0.0198737482132317	1
17	1.52127213402626	-0.291395841418286	-0.161215904095409	1
18	16.8098775591406	9.24312392906024	-7.15281484800509	1
19	-0.0853519380329218	0.0348017209032147	-0.0141322636733858	1
20	-0.0608190630338288	0.417603834874781	0.177215262940401	1
21	-8.12981209958772	-4.86103173087617	2.38235635197348	1
22	-0.461084636539025	1.24299082800172	-0.11935979187405	1
23	-1.64673662036629	-2.05522219069966	-0.607679554783495	1
24	1.21187071422292	-0.499627108158521	0.86310444143986	1
25	8.56714794021221	1.21345964368197	-2.72858043360389	1
26	-0.0620045684692402	0.451683703523195	0.49122670617881	1
27	-0.726117854953569	-2.03255301721254	-0.9197519931816	1
28	-0.0384013617815881	0.00859795033466895	0.344859226851067	1
29	1.06642253964284	0.22874377113338	-0.0103919563510151	1
30	10.2757481360625	7.80497355745343	-33.6941030252279	1
31	0.811563661397087	0.439081894413284	1.36385076159839	1
32	-2.26844278326941	61.3700115068815	-55.1113953577179	1
33	-1.3574254307913	-3.74681283328734	-1.41880110478169	1
34	57.6818122726322	18.8840677292414	-19.4289124563756	1
35	52.5171977354795	47.05169089982	-47.8497774052064	1
36	0.676599830549329	-3.0628467035681	4.17618807011305	1
37	-0.795389800640648	0.0370546312456012	-0.348257014773581	1
38	1.15898765999775	-0.232190621863419	0.915868599205001	1
39	2.84997522089811	0.449887285304996	-2.44298071882944	1
40	-0.00277520859651811	0.0461374267129024	0.0424565651888461	1
41	42.3483354300778	158.493310160816	-154.922147325622	1
42	1.75155846110351	0.225517602984061	0.0299780508263522	1
43	0.696104605155982	-0.498330337898778	0.138658026604008	1
44	-0.50952129173156	-3.57698794618511	-1.42503855751562	1
45	1.04015953921354	-0.626494949486186	2.01675607929384	1
46	1.01899799842793	0.265406587421368	0.0220988094046576	1
47	-0.0174809767121637	0.412947209969381	0.449808207855464	1
48	-1.01923906602434	-0.652481703966939	0.000415170145162192	1
49	1.01898355457627	-2.08313290417965	2.37024079783591	1
50	0.942800071612503	-2.5650289598852	-0.00310068706895596	1
51	0.0161043006292578	0.325220835951921	-0.96099565005969	1
52	-1.4025241008942	0.367426521363626	-1.72303636209232	1
53	-0.00126209559434416	-0.12294862474627	0.0936102560827927	1
54	0.257980334701574	-0.0547603578454812	0.17557393533995	1
55	4.78160067858551	1.28082827535864	-3.40044526552247	1
56	-1.48488237287093	-1.92225699614007	-0.458019837918781	1
57	0.554259840741386	-0.541331269876099	1.92892313827666	1
58	0.464691189824844	7.50751368829409	1.7203096965272	1
59	1.46419929117608	-0.391915143969663	0.695087075540745	1
60	-0.586130293346176	-0.13720108485374	-0.365743077260848	1
61	-0.578020905068333	0.573154910829808	-0.182681511727827	1
62	3.75628696917479	11.5763602460696	2.14411237839405	1
63	0.130034168243163	-0.160157823125786	-0.0299183950807657	1
64	-0.650627610636181	-0.115981609505347	-0.403928634413686	1
65	2.0083169320688	0.596543758435204	-0.987895181229248	1
66	-5.15918871985139	-17.0907966235656	-5.49595937210283	1
67	1.0530143513513	-0.696896583195286	1.40311894052167	1
68	-0.388867925566966	-0.207156768580061	1.21610505487105	1
69	3.49609678430876	-0.941540890066616	2.89801121545993	1
70	2.50085854423371	0.879884208671839	-4.49237270907475	1
71	-0.537212992425206	0.316191674051484	-0.119497440770955	1
72	0.00776220284337962	-0.405283345047325	0.114256359048323	1
73	-0.653818725840027	1.60777134544994	0.178884952216783	1
74	2.89290237562306	0.310570766407103	-3.60401373251223	1
75	-0.833775613907584	-1.72221545819644	-0.906489458694633	1
76	2.83151226374809	0.572705052480764	-2.40819571970007	1
77	1.91611826079437	0.123816499706763	-0.0381716396376538	1
78	-0.576015473547862	0.58214424999935	-0.188442964153466	1
79	-2.26154650814382	-3.00565726122214	-0.942097046081975	1
80	0.579914826660449	-0.832349844376591	0.0308571785092316	1
81	-0.528317585827281	0.693777114022248	0.0587056263380127	1
82	1.49291620030732	-0.341606847641564	-0.0797686680828537	1
83	1.65581780201949	-1.67804346577691	-0.207054870277897	1
84	4.02718978282574	-1.69216853692352	4.78374838748449	1
85	-1.57988596407286	-2.02799255524556	-0.861589929906285	1
86	0.497797084906707	-0.223017027632545	0.937255410785577	1
87	0.834400802565614	0.051520474892336	-0.498092721239846	1
88	-1.19019420067989	2.1466988186669	-0.299836965787797	1
89	1.75744109252914	0.362813488162716	0.406169729081988	1
90	2.38328581653326	-0.383317515114437	-2.16569473553743	1
91	1.0293968181805	-0.227298057977213	-0.474142861759351	1
92	13.7250905750876	-0.563398351036657	-7.40217734460583	1
