GrainID	r_x	r_y	r_z	PhaseID
93	1.06539448973283	-0.697345505745897	1.34699524137365	1
94	1.91724280371874	0.538018565301381	-1.99507235681698	1
95	-76.4991397545555	-48.6758636316098	30.9539817339088	1
96	-0.368063485790255	-9.37963237714871	-10.4687925321199	1
97	-17.6386426355006	1.39342362182566	-7.75861425771348	1
98	9.99031751362754	2.95161271800058	-2.2513600118344	1
99	-10.6252624598424	3.38622534347767	1.4831367054862	1
100	-0.628399573807295	0.153386341340218	0.090761152899471	1
101	1.45413553881788	-0.267923478634533	-0.351423307951673	1
102	-1.00448646033188	-0.389933942588518	0.350503573185128	1
103	0.498757042225696	-0.912446093940483	0.335174033315004	1
104	1.11542696945003	-0.330587601490477	-0.137790081781313	1
105	5.17426878472099	10.5093876083775	9.24977318623738	1
106	3.22464251380206	-2.07239695921756	3.21579160247084	1
107	3.99381902533184	-13.7442923943883	-0.160241842608471	1
108	0.865083895350847	0.142434527849068	-0.0309620850644055	1
109	8.36918536079038	-3.51963190899161	4.16516160552921	1
110	-12.3252414390202	4.99386950588919	4.19924486371273	1
111	-1.15353248391627	1.60022432487982	-0.886918498506092	1
112	-0.231775857322628	-1.35209112529151	-0.937570051006968	1
113	-0.653899276071609	0.516617553632466	-0.329208677483678	1
114	-0.470292132821592	-0.380526937758249	1.6264826158794	1
115	-0.878467596266753	0.742436973170163	-0.306890569542692	1
116	-0.282398036824893	-0.633221153403095	-0.761592500360986	1
117	-0.465809265176655	5.89823555433345	1.19668553537871	1
118	-0.0508546947751742	0.261089082222104	0.0334724241376278	1
119	1.57046963119591	-0.220773122591719	1.07076343351663	1
120	1.93462955502396	0.22059305603882	-0.387624406681872	1
121	4.2259238986954	1.31251101764713	-2.03105230126392	1
122	-1.17523527458882	1.63215801546051	-0.896078525187551	1
123	0.703673164805971	1.63411995052607	-1.96949225434786	1
124	1.23200547604784	-1.94237658321495	0.194787129882769	1
125	-0.822905335592374	-0.764174600612471	2.23592138379927	1
126	-0.465064256875839	0.534817227032303	-0.1918626330362	1
127	-0.802344614128857	1.24179588114621	-0.556893047873016	1
128	2.4188297490199	-4.476413937348	5.03016515438631	1
129	-0.64090408996277	0.55331583289698	-0.0639983215511775	1
130	2.07041040388771	1.59383055842188	-3.02524200112568	1
131	1.2420726130223	0.119065100943929	-0.00226889069145	1
132	0.832471683548021	1.54515747090278	0.405534634030358	1
133	1.07088764154279	0.167877553271847	0.0273539748837005	1
134	0.0666245344332191	-0.320079096140787	0.216320536436849	1
135	-0.0485323531741093	0.295642880935636	0.130336751992341	1
136	2.13494881353192	0.413874542505856	-2.12379714736429	1
137	2.03824983998539	0.610930231323598	0.4050065554707	1
138	0.10087472003797	-2.17577395315676	-0.813680086809687	1
139	0.962062380510193	0.171266451248612	0.0384747298596686	1
140	0.5048731415519	1.64866891316153	2.53760655269687	1
141	-81.2234158546724	-26.3212161949161	11.9638408364201	1
142	1.71537516232022	-1.60391497439347	1.95850679758173	1
143	-0.530577311105413	0.66366205509002	-0.291020914461318	1
144	-0.117607255989355	1.15460756878644	0.915681159453899	1
145	-0.526136893682494	0.571699891134149	-0.127369258773169	1
146	-0.136426043606916	0.402742981127624	-0.0638664539857211	1
147	7.05581189036337	-0.463221036380915	-3.85741095482903	1
148	0.815481056219481	-0.925883657311318	2.17935113534796	1
149	-0.46605276080335	-4.39243651227402	-2.40164336159608	1
150	-1.41083829990087	5.61953074395029	-4.82087246631667	1
151	3.85775764764162	-0.263067385119687	1.8814391953424	1
152	-0.83846936252467	-0.908188724441949	-0.487376322334929	1
153	-19.187528976497	-22.3584672383621	20.1616253622505	1
154	1.18206286352488	0.449536351654794	0.0624674290736274	1
155	-9.94798244510627	9.46901254551757	7.86764297394403	1
156	4.76270159902021	1.4001877349978	-2.15159454093641	1
157	0.0326887621543015	0.0909378348826969	-0.0627719200145604	1
